PLOT_ID,SAMPLE_ID,LON,LAT,FLAGGED,ANALYSES,USER_ID,ANALYSIS_DURATION,IMAGERY_TITLE,PL_PLOTID,PL_PACKETID,PL_ORIGID,PL_COUNTRY,PL_STRATUM,LAND COVER,UNDERSTORY PRESENT?,UNDERSTORY COVER,LAND USE,LAND USE YEAR 2000
3,12,102.043625,16.0323750000111,FALSE,0,potapove@user.com,0,NA,9991090,NA,1090,Vietnam,3,Other Tree,No,NA,Other,Other
3,13,102.043625,16.0323750000111,FALSE,0,potapove@user.com,0,NA,9991090,NA,1090,Vietnam,3,Other Tree,No,NA,Other,Other
3,14,102.043625,16.0323750000111,FALSE,0,potapove@user.com,0,NA,9991090,NA,1090,Vietnam,3,Other Tree,No,NA,Other,Other
3,15,102.043625,16.0323750000111,FALSE,0,potapove@user.com,0,NA,9991090,NA,1090,Vietnam,3,Other Tree,No,NA,Other,Other
3,16,102.043625,16.0323750000111,FALSE,0,potapove@user.com,0,NA,9991090,NA,1090,Vietnam,3,Other Tree,No,NA,Other,Other
3,17,102.043625,16.0323750000111,FALSE,0,potapove@user.com,0,NA,9991090,NA,1090,Vietnam,3,Other Tree,No,NA,Other,Other
3,18,102.043625,16.0323750000111,FALSE,0,potapove@user.com,0,NA,9991090,NA,1090,Vietnam,3,Other Tree,No,NA,Other,Other
3,19,102.043625,16.0323750000111,FALSE,0,potapove@user.com,0,NA,9991090,NA,1090,Vietnam,3,Other Tree,No,NA,Other,Other
3,20,102.043625,16.0323750000111,FALSE,0,potapove@user.com,0,NA,9991090,NA,1090,Vietnam,3,Other Tree,No,NA,Other,Other
3,21,102.043625,16.0323750000111,FALSE,0,potapove@user.com,0,NA,9991090,NA,1090,Vietnam,3,Other Tree,No,NA,Other,Other
3,22,102.043625,16.0323750000111,FALSE,0,potapove@user.com,0,NA,9991090,NA,1090,Vietnam,3,Other Tree,No,NA,Other,Other
3,23,102.043625,16.0323750000111,FALSE,0,potapove@user.com,0,NA,9991090,NA,1090,Vietnam,3,Other Tree,No,NA,Other,Other
3,24,102.043625,16.0323750000111,FALSE,0,potapove@user.com,0,NA,9991090,NA,1090,Vietnam,3,Other Tree,No,NA,Other,Other
4,1,99.071375,17.2771250000116,FALSE,0,potapove@user.com,0,NA,9991499,NA,1499,Vietnam,3,Other,No,NA,Other,Other
4,2,99.071375,17.2771250000116,FALSE,0,potapove@user.com,0,NA,9991499,NA,1499,Vietnam,3,Other,No,NA,Other,Other
4,3,99.071375,17.2771250000116,FALSE,0,potapove@user.com,0,NA,9991499,NA,1499,Vietnam,3,Other,No,NA,Other,Other
4,4,99.071375,17.2771250000116,FALSE,0,potapove@user.com,0,NA,9991499,NA,1499,Vietnam,3,Other,No,NA,Other,Other
4,5,99.071375,17.2771250000116,FALSE,0,potapove@user.com,0,NA,9991499,NA,1499,Vietnam,3,Other,No,NA,Other,Other
4,6,99.071375,17.2771250000116,FALSE,0,potapove@user.com,0,NA,9991499,NA,1499,Vietnam,3,Other,No,NA,Other,Other
4,7,99.071375,17.2771250000116,FALSE,0,potapove@user.com,0,NA,9991499,NA,1499,Vietnam,3,Other,No,NA,Other,Other
4,8,99.071375,17.2771250000116,FALSE,0,potapove@user.com,0,NA,9991499,NA,1499,Vietnam,3,Other,No,NA,Other,Other
4,9,99.071375,17.2771250000116,FALSE,0,potapove@user.com,0,NA,9991499,NA,1499,Vietnam,3,Other,No,NA,Other,Other
4,10,99.071375,17.2771250000116,FALSE,0,potapove@user.com,0,NA,9991499,NA,1499,Vietnam,3,Other,No,NA,Other,Other
4,11,99.071375,17.2771250000116,FALSE,0,potapove@user.com,0,NA,9991499,NA,1499,Vietnam,3,Other,No,NA,Other,Other
4,12,99.071375,17.2771250000116,FALSE,0,potapove@user.com,0,NA,9991499,NA,1499,Vietnam,3,Other,No,NA,Other,Other
4,13,99.071375,17.2771250000116,FALSE,0,potapove@user.com,0,NA,9991499,NA,1499,Vietnam,3,Other,No,NA,Other,Other
4,14,99.071375,17.2771250000116,FALSE,0,potapove@user.com,0,NA,9991499,NA,1499,Vietnam,3,Other,No,NA,Other,Other
4,15,99.071375,17.2771250000116,FALSE,0,potapove@user.com,0,NA,9991499,NA,1499,Vietnam,3,Other,No,NA,Other,Other
4,16,99.071375,17.2771250000116,FALSE,0,potapove@user.com,0,NA,9991499,NA,1499,Vietnam,3,Other,No,NA,Other,Other
4,17,99.071375,17.2771250000116,FALSE,0,potapove@user.com,0,NA,9991499,NA,1499,Vietnam,3,Other,No,NA,Other,Other
4,18,99.071375,17.2771250000116,FALSE,0,potapove@user.com,0,NA,9991499,NA,1499,Vietnam,3,Other,No,NA,Other,Other
4,19,99.071375,17.2771250000116,FALSE,0,potapove@user.com,0,NA,9991499,NA,1499,Vietnam,3,Other,No,NA,Other,Other
4,20,99.071375,17.2771250000116,FALSE,0,potapove@user.com,0,NA,9991499,NA,1499,Vietnam,3,Other,No,NA,Other,Other
4,21,99.071375,17.2771250000116,FALSE,0,potapove@user.com,0,NA,9991499,NA,1499,Vietnam,3,Other,No,NA,Other,Other
4,22,99.071375,17.2771250000116,FALSE,0,potapove@user.com,0,NA,9991499,NA,1499,Vietnam,3,Other,No,NA,Other,Other
4,23,99.071375,17.2771250000116,FALSE,0,potapove@user.com,0,NA,9991499,NA,1499,Vietnam,3,Other,No,NA,Other,Other
4,24,99.071375,17.2771250000116,FALSE,0,potapove@user.com,0,NA,9991499,NA,1499,Vietnam,3,Other,No,NA,Other,Other
5,1,99.191125,15.1131250000108,FALSE,0,potapove@user.com,0,NA,9991565,NA,1565,Vietnam,3,Other,No,NA,Other,Other
5,2,99.191125,15.1131250000108,FALSE,0,potapove@user.com,0,NA,9991565,NA,1565,Vietnam,3,Other,No,NA,Other,Other
5,3,99.191125,15.1131250000108,FALSE,0,potapove@user.com,0,NA,9991565,NA,1565,Vietnam,3,Other,No,NA,Other,Other
5,4,99.191125,15.1131250000108,FALSE,0,potapove@user.com,0,NA,9991565,NA,1565,Vietnam,3,Other,No,NA,Other,Other
5,5,99.191125,15.1131250000108,FALSE,0,potapove@user.com,0,NA,9991565,NA,1565,Vietnam,3,Other,No,NA,Other,Other
5,6,99.191125,15.1131250000108,FALSE,0,potapove@user.com,0,NA,9991565,NA,1565,Vietnam,3,Other,No,NA,Other,Other
5,7,99.191125,15.1131250000108,FALSE,0,potapove@user.com,0,NA,9991565,NA,1565,Vietnam,3,Other,No,NA,Other,Other
5,8,99.191125,15.1131250000108,FALSE,0,potapove@user.com,0,NA,9991565,NA,1565,Vietnam,3,Other,No,NA,Other,Other
5,9,99.191125,15.1131250000108,FALSE,0,potapove@user.com,0,NA,9991565,NA,1565,Vietnam,3,Other,No,NA,Other,Other
5,10,99.191125,15.1131250000108,FALSE,0,potapove@user.com,0,NA,9991565,NA,1565,Vietnam,3,Other,No,NA,Other,Other
5,11,99.191125,15.1131250000108,FALSE,0,potapove@user.com,0,NA,9991565,NA,1565,Vietnam,3,Other,No,NA,Other,Other
5,12,99.191125,15.1131250000108,FALSE,0,potapove@user.com,0,NA,9991565,NA,1565,Vietnam,3,Other,No,NA,Other,Other
5,13,99.191125,15.1131250000108,FALSE,0,potapove@user.com,0,NA,9991565,NA,1565,Vietnam,3,Other,No,NA,Other,Other
5,14,99.191125,15.1131250000108,FALSE,0,potapove@user.com,0,NA,9991565,NA,1565,Vietnam,3,Other,No,NA,Other,Other
5,15,99.191125,15.1131250000108,FALSE,0,potapove@user.com,0,NA,9991565,NA,1565,Vietnam,3,Other,No,NA,Other,Other
5,16,99.191125,15.1131250000108,FALSE,0,potapove@user.com,0,NA,9991565,NA,1565,Vietnam,3,Other,No,NA,Other,Other
5,17,99.191125,15.1131250000108,FALSE,0,potapove@user.com,0,NA,9991565,NA,1565,Vietnam,3,Other,No,NA,Other,Other
5,18,99.191125,15.1131250000108,FALSE,0,potapove@user.com,0,NA,9991565,NA,1565,Vietnam,3,Other,No,NA,Other,Other
5,19,99.191125,15.1131250000108,FALSE,0,potapove@user.com,0,NA,9991565,NA,1565,Vietnam,3,Other,No,NA,Other,Other
5,20,99.191125,15.1131250000108,FALSE,0,potapove@user.com,0,NA,9991565,NA,1565,Vietnam,3,Other,No,NA,Other,Other
5,21,99.191125,15.1131250000108,FALSE,0,potapove@user.com,0,NA,9991565,NA,1565,Vietnam,3,Other,No,NA,Other,Other
5,22,99.191125,15.1131250000108,FALSE,0,potapove@user.com,0,NA,9991565,NA,1565,Vietnam,3,Other,No,NA,Other,Other
5,23,99.191125,15.1131250000108,FALSE,0,potapove@user.com,0,NA,9991565,NA,1565,Vietnam,3,Other,No,NA,Other,Other
5,24,99.191125,15.1131250000108,FALSE,0,potapove@user.com,0,NA,9991565,NA,1565,Vietnam,3,Other,No,NA,Other,Other
6,1,98.460375,18.8498750000119,FALSE,0,potapove@user.com,0,NA,9992689,NA,2689,Vietnam,3,Other,No,NA,Other,Other
6,2,98.460375,18.8498750000119,FALSE,0,potapove@user.com,0,NA,9992689,NA,2689,Vietnam,3,Other,No,NA,Other,Other
6,3,98.460375,18.8498750000119,FALSE,0,potapove@user.com,0,NA,9992689,NA,2689,Vietnam,3,Other,No,NA,Other,Other
6,4,98.460375,18.8498750000119,FALSE,0,potapove@user.com,0,NA,9992689,NA,2689,Vietnam,3,Other,No,NA,Other,Other
6,5,98.460375,18.8498750000119,FALSE,0,potapove@user.com,0,NA,9992689,NA,2689,Vietnam,3,Other,No,NA,Other,Other
6,6,98.460375,18.8498750000119,FALSE,0,potapove@user.com,0,NA,9992689,NA,2689,Vietnam,3,Other,No,NA,Other,Other
6,7,98.460375,18.8498750000119,FALSE,0,potapove@user.com,0,NA,9992689,NA,2689,Vietnam,3,Other,No,NA,Other,Other
6,8,98.460375,18.8498750000119,FALSE,0,potapove@user.com,0,NA,9992689,NA,2689,Vietnam,3,Other,No,NA,Other,Other
6,9,98.460375,18.8498750000119,FALSE,0,potapove@user.com,0,NA,9992689,NA,2689,Vietnam,3,Other,No,NA,Other,Other
6,10,98.460375,18.8498750000119,FALSE,0,potapove@user.com,0,NA,9992689,NA,2689,Vietnam,3,Other,No,NA,Other,Other
6,11,98.460375,18.8498750000119,FALSE,0,potapove@user.com,0,NA,9992689,NA,2689,Vietnam,3,Other,No,NA,Other,Other
6,12,98.460375,18.8498750000119,FALSE,0,potapove@user.com,0,NA,9992689,NA,2689,Vietnam,3,Other,No,NA,Other,Other
6,13,98.460375,18.8498750000119,FALSE,0,potapove@user.com,0,NA,9992689,NA,2689,Vietnam,3,Other,No,NA,Other,Other
6,14,98.460375,18.8498750000119,FALSE,0,potapove@user.com,0,NA,9992689,NA,2689,Vietnam,3,Other,No,NA,Other,Other
6,15,98.460375,18.8498750000119,FALSE,0,potapove@user.com,0,NA,9992689,NA,2689,Vietnam,3,Other,No,NA,Other,Other
6,16,98.460375,18.8498750000119,FALSE,0,potapove@user.com,0,NA,9992689,NA,2689,Vietnam,3,Other,No,NA,Other,Other
6,17,98.460375,18.8498750000119,FALSE,0,potapove@user.com,0,NA,9992689,NA,2689,Vietnam,3,Other,No,NA,Other,Other
6,18,98.460375,18.8498750000119,FALSE,0,potapove@user.com,0,NA,9992689,NA,2689,Vietnam,3,Other,No,NA,Other,Other
6,19,98.460375,18.8498750000119,FALSE,0,potapove@user.com,0,NA,9992689,NA,2689,Vietnam,3,Other,No,NA,Other,Other
6,20,98.460375,18.8498750000119,FALSE,0,potapove@user.com,0,NA,9992689,NA,2689,Vietnam,3,Other,No,NA,Other,Other
6,21,98.460375,18.8498750000119,FALSE,0,potapove@user.com,0,NA,9992689,NA,2689,Vietnam,3,Other,No,NA,Other,Other
6,22,98.460375,18.8498750000119,FALSE,0,potapove@user.com,0,NA,9992689,NA,2689,Vietnam,3,Other,No,NA,Other,Other
6,23,98.460375,18.8498750000119,FALSE,0,potapove@user.com,0,NA,9992689,NA,2689,Vietnam,3,Other,No,NA,Other,Other
6,24,98.460375,18.8498750000119,FALSE,0,potapove@user.com,0,NA,9992689,NA,2689,Vietnam,3,Other,No,NA,Other,Other
7,1,101.676375,17.5238750000116,FALSE,0,potapove@user.com,0,NA,9991463,NA,1463,Vietnam,3,Other Tree,No,NA,Plantation,Forest Commodity
7,2,101.676375,17.5238750000116,FALSE,0,potapove@user.com,0,NA,9991463,NA,1463,Vietnam,3,Other Tree,No,NA,Plantation,Forest Commodity
7,3,101.676375,17.5238750000116,FALSE,0,potapove@user.com,0,NA,9991463,NA,1463,Vietnam,3,Other Tree,No,NA,Plantation,Forest Commodity
7,4,101.676375,17.5238750000116,FALSE,0,potapove@user.com,0,NA,9991463,NA,1463,Vietnam,3,Other Tree,No,NA,Plantation,Forest Commodity
7,5,101.676375,17.5238750000116,FALSE,0,potapove@user.com,0,NA,9991463,NA,1463,Vietnam,3,Other Tree,No,NA,Plantation,Forest Commodity
7,6,101.676375,17.5238750000116,FALSE,0,potapove@user.com,0,NA,9991463,NA,1463,Vietnam,3,Other Tree,No,NA,Plantation,Forest Commodity
7,7,101.676375,17.5238750000116,FALSE,0,potapove@user.com,0,NA,9991463,NA,1463,Vietnam,3,Other Tree,No,NA,Plantation,Forest Commodity
7,8,101.676375,17.5238750000116,FALSE,0,potapove@user.com,0,NA,9991463,NA,1463,Vietnam,3,Other Tree,No,NA,Plantation,Forest Commodity
7,9,101.676375,17.5238750000116,FALSE,0,potapove@user.com,0,NA,9991463,NA,1463,Vietnam,3,Other Tree,No,NA,Plantation,Forest Commodity
7,10,101.676375,17.5238750000116,FALSE,0,potapove@user.com,0,NA,9991463,NA,1463,Vietnam,3,Other Tree,No,NA,Plantation,Forest Commodity
7,11,101.676375,17.5238750000116,FALSE,0,potapove@user.com,0,NA,9991463,NA,1463,Vietnam,3,Other Tree,No,NA,Plantation,Forest Commodity
7,12,101.676375,17.5238750000116,FALSE,0,potapove@user.com,0,NA,9991463,NA,1463,Vietnam,3,Other Tree,No,NA,Plantation,Forest Commodity
7,13,101.676375,17.5238750000116,FALSE,0,potapove@user.com,0,NA,9991463,NA,1463,Vietnam,3,Other Tree,No,NA,Plantation,Forest Commodity
7,14,101.676375,17.5238750000116,FALSE,0,potapove@user.com,0,NA,9991463,NA,1463,Vietnam,3,Other Tree,No,NA,Plantation,Forest Commodity
7,15,101.676375,17.5238750000116,FALSE,0,potapove@user.com,0,NA,9991463,NA,1463,Vietnam,3,Other Tree,No,NA,Plantation,Forest Commodity
7,16,101.676375,17.5238750000116,FALSE,0,potapove@user.com,0,NA,9991463,NA,1463,Vietnam,3,Other Tree,No,NA,Plantation,Forest Commodity
7,17,101.676375,17.5238750000116,FALSE,0,potapove@user.com,0,NA,9991463,NA,1463,Vietnam,3,Other Tree,No,NA,Plantation,Forest Commodity
7,18,101.676375,17.5238750000116,FALSE,0,potapove@user.com,0,NA,9991463,NA,1463,Vietnam,3,Other Tree,No,NA,Plantation,Forest Commodity
7,19,101.676375,17.5238750000116,FALSE,0,potapove@user.com,0,NA,9991463,NA,1463,Vietnam,3,Other Tree,No,NA,Plantation,Forest Commodity
7,20,101.676375,17.5238750000116,FALSE,0,potapove@user.com,0,NA,9991463,NA,1463,Vietnam,3,Other Tree,No,NA,Plantation,Forest Commodity
7,21,101.676375,17.5238750000116,FALSE,0,potapove@user.com,0,NA,9991463,NA,1463,Vietnam,3,Other Tree,No,NA,Plantation,Forest Commodity
7,22,101.676375,17.5238750000116,FALSE,0,potapove@user.com,0,NA,9991463,NA,1463,Vietnam,3,Other Tree,No,NA,Plantation,Forest Commodity
7,23,101.676375,17.5238750000116,FALSE,0,potapove@user.com,0,NA,9991463,NA,1463,Vietnam,3,Other Tree,No,NA,Plantation,Forest Commodity
7,24,101.676375,17.5238750000116,FALSE,0,potapove@user.com,0,NA,9991463,NA,1463,Vietnam,3,Other Tree,No,NA,Plantation,Forest Commodity
8,1,99.418375,13.5778750000101,FALSE,0,potapove@user.com,0,NA,9992696,NA,2696,Vietnam,3,Other,No,NA,Other,Other
8,2,99.418375,13.5778750000101,FALSE,0,potapove@user.com,0,NA,9992696,NA,2696,Vietnam,3,Other,No,NA,Other,Other
8,3,99.418375,13.5778750000101,FALSE,0,potapove@user.com,0,NA,9992696,NA,2696,Vietnam,3,Other,No,NA,Other,Other
8,4,99.418375,13.5778750000101,FALSE,0,potapove@user.com,0,NA,9992696,NA,2696,Vietnam,3,Other,No,NA,Other,Other
8,5,99.418375,13.5778750000101,FALSE,0,potapove@user.com,0,NA,9992696,NA,2696,Vietnam,3,Other,No,NA,Other,Other
8,6,99.418375,13.5778750000101,FALSE,0,potapove@user.com,0,NA,9992696,NA,2696,Vietnam,3,Other,No,NA,Other,Other
8,7,99.418375,13.5778750000101,FALSE,0,potapove@user.com,0,NA,9992696,NA,2696,Vietnam,3,Other,No,NA,Other,Other
8,8,99.418375,13.5778750000101,FALSE,0,potapove@user.com,0,NA,9992696,NA,2696,Vietnam,3,Other,No,NA,Other,Other
8,9,99.418375,13.5778750000101,FALSE,0,potapove@user.com,0,NA,9992696,NA,2696,Vietnam,3,Other,No,NA,Other,Other
8,10,99.418375,13.5778750000101,FALSE,0,potapove@user.com,0,NA,9992696,NA,2696,Vietnam,3,Other,No,NA,Other,Other
8,11,99.418375,13.5778750000101,FALSE,0,potapove@user.com,0,NA,9992696,NA,2696,Vietnam,3,Other,No,NA,Other,Other
8,12,99.418375,13.5778750000101,FALSE,0,potapove@user.com,0,NA,9992696,NA,2696,Vietnam,3,Other,No,NA,Other,Other
8,13,99.418375,13.5778750000101,FALSE,0,potapove@user.com,0,NA,9992696,NA,2696,Vietnam,3,Other,No,NA,Other,Other
8,14,99.418375,13.5778750000101,FALSE,0,potapove@user.com,0,NA,9992696,NA,2696,Vietnam,3,Other,No,NA,Other,Other
8,15,99.418375,13.5778750000101,FALSE,0,potapove@user.com,0,NA,9992696,NA,2696,Vietnam,3,Other,No,NA,Other,Other
8,16,99.418375,13.5778750000101,FALSE,0,potapove@user.com,0,NA,9992696,NA,2696,Vietnam,3,Other,No,NA,Other,Other
8,17,99.418375,13.5778750000101,FALSE,0,potapove@user.com,0,NA,9992696,NA,2696,Vietnam,3,Other,No,NA,Other,Other
8,18,99.418375,13.5778750000101,FALSE,0,potapove@user.com,0,NA,9992696,NA,2696,Vietnam,3,Other,No,NA,Other,Other
8,19,99.418375,13.5778750000101,FALSE,0,potapove@user.com,0,NA,9992696,NA,2696,Vietnam,3,Other,No,NA,Other,Other
8,20,99.418375,13.5778750000101,FALSE,0,potapove@user.com,0,NA,9992696,NA,2696,Vietnam,3,Other,No,NA,Other,Other
8,21,99.418375,13.5778750000101,FALSE,0,potapove@user.com,0,NA,9992696,NA,2696,Vietnam,3,Other,No,NA,Other,Other
8,22,99.418375,13.5778750000101,FALSE,0,potapove@user.com,0,NA,9992696,NA,2696,Vietnam,3,Other,No,NA,Other,Other
8,23,99.418375,13.5778750000101,FALSE,0,potapove@user.com,0,NA,9992696,NA,2696,Vietnam,3,Other,No,NA,Other,Other
8,24,99.418375,13.5778750000101,FALSE,0,potapove@user.com,0,NA,9992696,NA,2696,Vietnam,3,Other,No,NA,Other,Other
9,1,99.678375,13.8876250000103,FALSE,0,potapove@user.com,0,NA,9992331,NA,2331,Vietnam,3,Other,No,NA,Other,Other
