LON,LAT,PL_ORIGID,Dynamics,PLOT_ID,SAMPLE_ID,FLAGGED,ANALYSES,USER_ID,COLLECTION_TIME,ANALYSIS_DURATION,IMAGERY_TITLE,PL_PLOTID,PL_PACKETID,PL_COUNTRY,PL_STRATUM,LAND COVER,UNDERSTORY PRESENT?,UNDERSTORY COVER,LAND USE,LAND USE YEAR 2000
93.927125,19.804875,1406,Tree_cover_rotation,2,2,FALSE,0,potapove@user.com,0,0,NA,9991406,NA,Myanmar,3,Other Tree,No,NA,Plantation,Forest Commodity
93.927125,19.804875,1406,Tree_cover_rotation,2,3,FALSE,0,potapove@user.com,0,0,NA,9991406,NA,Myanmar,3,Other Tree,No,NA,Plantation,Forest Commodity
93.927125,19.804875,1406,Tree_cover_rotation,2,4,FALSE,0,potapove@user.com,0,0,NA,9991406,NA,Myanmar,3,Other Tree,No,NA,Plantation,Forest Commodity
93.927125,19.804875,1406,Tree_cover_rotation,2,5,FALSE,0,potapove@user.com,0,0,NA,9991406,NA,Myanmar,3,Other Tree,No,NA,Plantation,Forest Commodity
93.927125,19.804875,1406,Tree_cover_rotation,2,6,FALSE,0,potapove@user.com,0,0,NA,9991406,NA,Myanmar,3,Other Tree,No,NA,Plantation,Forest Commodity
93.927125,19.804875,1406,Tree_cover_rotation,2,7,FALSE,0,potapove@user.com,0,0,NA,9991406,NA,Myanmar,3,Other Tree,No,NA,Plantation,Forest Commodity
93.927125,19.804875,1406,Tree_cover_rotation,2,8,FALSE,0,potapove@user.com,0,0,NA,9991406,NA,Myanmar,3,Other Tree,No,NA,Plantation,Forest Commodity
93.927125,19.804875,1406,Tree_cover_rotation,2,9,FALSE,0,potapove@user.com,0,0,NA,9991406,NA,Myanmar,3,Other Tree,No,NA,Plantation,Forest Commodity
93.927125,19.804875,1406,Tree_cover_rotation,2,10,FALSE,0,potapove@user.com,0,0,NA,9991406,NA,Myanmar,3,Other Tree,No,NA,Plantation,Forest Commodity
93.927125,19.804875,1406,Tree_cover_rotation,2,11,FALSE,0,potapove@user.com,0,0,NA,9991406,NA,Myanmar,3,Other Tree,No,NA,Plantation,Forest Commodity
93.927125,19.804875,1406,Tree_cover_rotation,2,12,FALSE,0,potapove@user.com,0,0,NA,9991406,NA,Myanmar,3,Other Tree,No,NA,Plantation,Forest Commodity
93.927125,19.804875,1406,Tree_cover_rotation,2,13,FALSE,0,potapove@user.com,0,0,NA,9991406,NA,Myanmar,3,Other Tree,No,NA,Plantation,Forest Commodity
93.927125,19.804875,1406,Tree_cover_rotation,2,14,FALSE,0,potapove@user.com,0,0,NA,9991406,NA,Myanmar,3,Other Tree,No,NA,Plantation,Forest Commodity
93.927125,19.804875,1406,Tree_cover_rotation,2,15,FALSE,0,potapove@user.com,0,0,NA,9991406,NA,Myanmar,3,Other Tree,No,NA,Plantation,Forest Commodity
93.927125,19.804875,1406,Tree_cover_rotation,2,16,FALSE,0,potapove@user.com,0,0,NA,9991406,NA,Myanmar,3,Other Tree,No,NA,Plantation,Forest Commodity
93.927125,19.804875,1406,Tree_cover_rotation,2,17,FALSE,0,potapove@user.com,0,0,NA,9991406,NA,Myanmar,3,Other Tree,No,NA,Plantation,Forest Commodity
93.927125,19.804875,1406,Tree_cover_rotation,2,18,FALSE,0,potapove@user.com,0,0,NA,9991406,NA,Myanmar,3,Other Tree,No,NA,Plantation,Forest Commodity
93.927125,19.804875,1406,Tree_cover_rotation,2,19,FALSE,0,potapove@user.com,0,0,NA,9991406,NA,Myanmar,3,Other Tree,No,NA,Plantation,Forest Commodity
93.927125,19.804875,1406,Tree_cover_rotation,2,20,FALSE,0,potapove@user.com,0,0,NA,9991406,NA,Myanmar,3,Other Tree,No,NA,Plantation,Forest Commodity
93.927125,19.804875,1406,Tree_cover_rotation,2,21,FALSE,0,potapove@user.com,0,0,NA,9991406,NA,Myanmar,3,Other Tree,No,NA,Plantation,Forest Commodity
93.927125,19.804875,1406,Tree_cover_rotation,2,22,FALSE,0,potapove@user.com,0,0,NA,9991406,NA,Myanmar,3,Other Tree,No,NA,Plantation,Forest Commodity
93.927125,19.804875,1406,Tree_cover_rotation,2,23,FALSE,0,potapove@user.com,0,0,NA,9991406,NA,Myanmar,3,Other Tree,No,NA,Plantation,Forest Commodity
93.927125,19.804875,1406,Tree_cover_rotation,2,24,FALSE,0,potapove@user.com,0,0,NA,9991406,NA,Myanmar,3,Other Tree,No,NA,Plantation,Forest Commodity
97.342625,25.856375,1405,NA,3,1,FALSE,0,potapove@user.com,0,0,NA,9991405,NA,Myanmar,3,Other,No,NA,Other,Other
97.342625,25.856375,1405,NA,3,2,FALSE,0,potapove@user.com,0,0,NA,9991405,NA,Myanmar,3,Other,No,NA,Other,Other
97.342625,25.856375,1405,NA,3,3,FALSE,0,potapove@user.com,0,0,NA,9991405,NA,Myanmar,3,Other,No,NA,Other,Other
97.342625,25.856375,1405,NA,3,4,FALSE,0,potapove@user.com,0,0,NA,9991405,NA,Myanmar,3,Other,No,NA,Other,Other
97.342625,25.856375,1405,NA,3,5,FALSE,0,potapove@user.com,0,0,NA,9991405,NA,Myanmar,3,Other,No,NA,Other,Other
97.342625,25.856375,1405,NA,3,6,FALSE,0,potapove@user.com,0,0,NA,9991405,NA,Myanmar,3,Other,No,NA,Other,Other
97.342625,25.856375,1405,NA,3,7,FALSE,0,potapove@user.com,0,0,NA,9991405,NA,Myanmar,3,Other,No,NA,Other,Other
97.342625,25.856375,1405,NA,3,8,FALSE,0,potapove@user.com,0,0,NA,9991405,NA,Myanmar,3,Other,No,NA,Other,Other
97.342625,25.856375,1405,NA,3,9,FALSE,0,potapove@user.com,0,0,NA,9991405,NA,Myanmar,3,Other,No,NA,Other,Other
97.342625,25.856375,1405,NA,3,10,FALSE,0,potapove@user.com,0,0,NA,9991405,NA,Myanmar,3,Other,No,NA,Other,Other
97.342625,25.856375,1405,NA,3,11,FALSE,0,potapove@user.com,0,0,NA,9991405,NA,Myanmar,3,Other,No,NA,Other,Other
97.342625,25.856375,1405,NA,3,12,FALSE,0,potapove@user.com,0,0,NA,9991405,NA,Myanmar,3,Other,No,NA,Other,Other
97.342625,25.856375,1405,NA,3,13,FALSE,0,potapove@user.com,0,0,NA,9991405,NA,Myanmar,3,Other,No,NA,Other,Other
97.342625,25.856375,1405,NA,3,14,FALSE,0,potapove@user.com,0,0,NA,9991405,NA,Myanmar,3,Other,No,NA,Other,Other
97.342625,25.856375,1405,NA,3,15,FALSE,0,potapove@user.com,0,0,NA,9991405,NA,Myanmar,3,Other,No,NA,Other,Other
97.342625,25.856375,1405,NA,3,16,FALSE,0,potapove@user.com,0,0,NA,9991405,NA,Myanmar,3,Other,No,NA,Other,Other
97.342625,25.856375,1405,NA,3,17,FALSE,0,potapove@user.com,0,0,NA,9991405,NA,Myanmar,3,Other,No,NA,Other,Other
97.342625,25.856375,1405,NA,3,18,FALSE,0,potapove@user.com,0,0,NA,9991405,NA,Myanmar,3,Other,No,NA,Other,Other
97.342625,25.856375,1405,NA,3,19,FALSE,0,potapove@user.com,0,0,NA,9991405,NA,Myanmar,3,Other,No,NA,Other,Other
97.342625,25.856375,1405,NA,3,20,FALSE,0,potapove@user.com,0,0,NA,9991405,NA,Myanmar,3,Other,No,NA,Other,Other
97.342625,25.856375,1405,NA,3,21,FALSE,0,potapove@user.com,0,0,NA,9991405,NA,Myanmar,3,Other,No,NA,Other,Other
97.342625,25.856375,1405,NA,3,22,FALSE,0,potapove@user.com,0,0,NA,9991405,NA,Myanmar,3,Other,No,NA,Other,Other
97.342625,25.856375,1405,NA,3,23,FALSE,0,potapove@user.com,0,0,NA,9991405,NA,Myanmar,3,Other,No,NA,Other,Other
97.342625,25.856375,1405,NA,3,24,FALSE,0,potapove@user.com,0,0,NA,9991405,NA,Myanmar,3,Other,No,NA,Other,Other
95.031375,23.880875,1708,NA,4,1,FALSE,0,potapove@user.com,0,0,NA,9991708,NA,Myanmar,3,Other,No,NA,Other,Other
95.031375,23.880875,1708,NA,4,2,FALSE,0,potapove@user.com,0,0,NA,9991708,NA,Myanmar,3,Other,No,NA,Other,Other
95.031375,23.880875,1708,NA,4,3,FALSE,0,potapove@user.com,0,0,NA,9991708,NA,Myanmar,3,Other,No,NA,Other,Other
95.031375,23.880875,1708,NA,4,4,FALSE,0,potapove@user.com,0,0,NA,9991708,NA,Myanmar,3,Other,No,NA,Other,Other
95.031375,23.880875,1708,NA,4,5,FALSE,0,potapove@user.com,0,0,NA,9991708,NA,Myanmar,3,Other,No,NA,Other,Other
95.031375,23.880875,1708,NA,4,6,FALSE,0,potapove@user.com,0,0,NA,9991708,NA,Myanmar,3,Other,No,NA,Other,Other
95.031375,23.880875,1708,NA,4,7,FALSE,0,potapove@user.com,0,0,NA,9991708,NA,Myanmar,3,Other,No,NA,Other,Other
95.031375,23.880875,1708,NA,4,8,FALSE,0,potapove@user.com,0,0,NA,9991708,NA,Myanmar,3,Other,No,NA,Other,Other
95.031375,23.880875,1708,NA,4,9,FALSE,0,potapove@user.com,0,0,NA,9991708,NA,Myanmar,3,Other,No,NA,Other,Other
95.031375,23.880875,1708,NA,4,10,FALSE,0,potapove@user.com,0,0,NA,9991708,NA,Myanmar,3,Other,No,NA,Other,Other
95.031375,23.880875,1708,NA,4,11,FALSE,0,potapove@user.com,0,0,NA,9991708,NA,Myanmar,3,Other,No,NA,Other,Other
95.031375,23.880875,1708,NA,4,12,FALSE,0,potapove@user.com,0,0,NA,9991708,NA,Myanmar,3,Other,No,NA,Other,Other
95.031375,23.880875,1708,NA,4,13,FALSE,0,potapove@user.com,0,0,NA,9991708,NA,Myanmar,3,Other,No,NA,Other,Other
95.031375,23.880875,1708,NA,4,14,FALSE,0,potapove@user.com,0,0,NA,9991708,NA,Myanmar,3,Other,No,NA,Other,Other
95.031375,23.880875,1708,NA,4,15,FALSE,0,potapove@user.com,0,0,NA,9991708,NA,Myanmar,3,Other,No,NA,Other,Other
95.031375,23.880875,1708,NA,4,16,FALSE,0,potapove@user.com,0,0,NA,9991708,NA,Myanmar,3,Other,No,NA,Other,Other
95.031375,23.880875,1708,NA,4,17,FALSE,0,potapove@user.com,0,0,NA,9991708,NA,Myanmar,3,Other,No,NA,Other,Other
95.031375,23.880875,1708,NA,4,18,FALSE,0,potapove@user.com,0,0,NA,9991708,NA,Myanmar,3,Other,No,NA,Other,Other
95.031375,23.880875,1708,NA,4,19,FALSE,0,potapove@user.com,0,0,NA,9991708,NA,Myanmar,3,Other,No,NA,Other,Other
95.031375,23.880875,1708,NA,4,20,FALSE,0,potapove@user.com,0,0,NA,9991708,NA,Myanmar,3,Other,No,NA,Other,Other
95.031375,23.880875,1708,NA,4,21,FALSE,0,potapove@user.com,0,0,NA,9991708,NA,Myanmar,3,Other,No,NA,Other,Other
95.031375,23.880875,1708,NA,4,22,FALSE,0,potapove@user.com,0,0,NA,9991708,NA,Myanmar,3,Other,No,NA,Other,Other
95.031375,23.880875,1708,NA,4,23,FALSE,0,potapove@user.com,0,0,NA,9991708,NA,Myanmar,3,Other,No,NA,Other,Other
95.031375,23.880875,1708,NA,4,24,FALSE,0,potapove@user.com,0,0,NA,9991708,NA,Myanmar,3,Other,No,NA,Other,Other
98.096125,23.453375,2330,NA,5,1,FALSE,0,potapove@user.com,0,0,NA,9992330,NA,Myanmar,3,Other,No,NA,Other,Other
98.096125,23.453375,2330,NA,5,2,FALSE,0,potapove@user.com,0,0,NA,9992330,NA,Myanmar,3,Other,No,NA,Other,Other
98.096125,23.453375,2330,NA,5,3,FALSE,0,potapove@user.com,0,0,NA,9992330,NA,Myanmar,3,Other,No,NA,Other,Other
98.096125,23.453375,2330,NA,5,4,FALSE,0,potapove@user.com,0,0,NA,9992330,NA,Myanmar,3,Other,No,NA,Other,Other
98.096125,23.453375,2330,NA,5,5,FALSE,0,potapove@user.com,0,0,NA,9992330,NA,Myanmar,3,Other,No,NA,Other,Other
98.096125,23.453375,2330,NA,5,6,FALSE,0,potapove@user.com,0,0,NA,9992330,NA,Myanmar,3,Other,No,NA,Other,Other
98.096125,23.453375,2330,NA,5,7,FALSE,0,potapove@user.com,0,0,NA,9992330,NA,Myanmar,3,Other,No,NA,Other,Other
98.096125,23.453375,2330,NA,5,8,FALSE,0,potapove@user.com,0,0,NA,9992330,NA,Myanmar,3,Other,No,NA,Other,Other
98.096125,23.453375,2330,NA,5,9,FALSE,0,potapove@user.com,0,0,NA,9992330,NA,Myanmar,3,Other,No,NA,Other,Other
98.096125,23.453375,2330,NA,5,10,FALSE,0,potapove@user.com,0,0,NA,9992330,NA,Myanmar,3,Other,No,NA,Other,Other
98.096125,23.453375,2330,NA,5,11,FALSE,0,potapove@user.com,0,0,NA,9992330,NA,Myanmar,3,Other,No,NA,Other,Other
98.096125,23.453375,2330,NA,5,12,FALSE,0,potapove@user.com,0,0,NA,9992330,NA,Myanmar,3,Other,No,NA,Other,Other
98.096125,23.453375,2330,NA,5,13,FALSE,0,potapove@user.com,0,0,NA,9992330,NA,Myanmar,3,Other,No,NA,Other,Other
98.096125,23.453375,2330,NA,5,14,FALSE,0,potapove@user.com,0,0,NA,9992330,NA,Myanmar,3,Other,No,NA,Other,Other
98.096125,23.453375,2330,NA,5,15,FALSE,0,potapove@user.com,0,0,NA,9992330,NA,Myanmar,3,Other,No,NA,Other,Other
98.096125,23.453375,2330,NA,5,16,FALSE,0,potapove@user.com,0,0,NA,9992330,NA,Myanmar,3,Other,No,NA,Other,Other
98.096125,23.453375,2330,NA,5,17,FALSE,0,potapove@user.com,0,0,NA,9992330,NA,Myanmar,3,Other,No,NA,Other,Other
98.096125,23.453375,2330,NA,5,18,FALSE,0,potapove@user.com,0,0,NA,9992330,NA,Myanmar,3,Other,No,NA,Other,Other
98.096125,23.453375,2330,NA,5,19,FALSE,0,potapove@user.com,0,0,NA,9992330,NA,Myanmar,3,Other,No,NA,Other,Other
98.096125,23.453375,2330,NA,5,20,FALSE,0,potapove@user.com,0,0,NA,9992330,NA,Myanmar,3,Other,No,NA,Other,Other
98.096125,23.453375,2330,NA,5,21,FALSE,0,potapove@user.com,0,0,NA,9992330,NA,Myanmar,3,Other,No,NA,Other,Other
98.096125,23.453375,2330,NA,5,22,FALSE,0,potapove@user.com,0,0,NA,9992330,NA,Myanmar,3,Other,No,NA,Other,Other
98.096125,23.453375,2330,NA,5,23,FALSE,0,potapove@user.com,0,0,NA,9992330,NA,Myanmar,3,Other,No,NA,Other,Other
98.096125,23.453375,2330,NA,5,24,FALSE,0,potapove@user.com,0,0,NA,9992330,NA,Myanmar,3,Other,No,NA,Other,Other
97.154375,20.301375,2837,NA,6,1,FALSE,0,potapove@user.com,0,0,NA,9992837,NA,Myanmar,3,Other,No,NA,Other,Other
97.154375,20.301375,2837,NA,6,2,FALSE,0,potapove@user.com,0,0,NA,9992837,NA,Myanmar,3,Other,No,NA,Other,Other
97.154375,20.301375,2837,NA,6,3,FALSE,0,potapove@user.com,0,0,NA,9992837,NA,Myanmar,3,Other,No,NA,Other,Other
97.154375,20.301375,2837,NA,6,4,FALSE,0,potapove@user.com,0,0,NA,9992837,NA,Myanmar,3,Other,No,NA,Other,Other
97.154375,20.301375,2837,NA,6,5,FALSE,0,potapove@user.com,0,0,NA,9992837,NA,Myanmar,3,Other,No,NA,Other,Other
97.154375,20.301375,2837,NA,6,6,FALSE,0,potapove@user.com,0,0,NA,9992837,NA,Myanmar,3,Other,No,NA,Other,Other
97.154375,20.301375,2837,NA,6,7,FALSE,0,potapove@user.com,0,0,NA,9992837,NA,Myanmar,3,Other,No,NA,Other,Other
97.154375,20.301375,2837,NA,6,8,FALSE,0,potapove@user.com,0,0,NA,9992837,NA,Myanmar,3,Other,No,NA,Other,Other
97.154375,20.301375,2837,NA,6,9,FALSE,0,potapove@user.com,0,0,NA,9992837,NA,Myanmar,3,Other,No,NA,Other,Other
97.154375,20.301375,2837,NA,6,10,FALSE,0,potapove@user.com,0,0,NA,9992837,NA,Myanmar,3,Other,No,NA,Other,Other
97.154375,20.301375,2837,NA,6,11,FALSE,0,potapove@user.com,0,0,NA,9992837,NA,Myanmar,3,Other,No,NA,Other,Other
97.154375,20.301375,2837,NA,6,12,FALSE,0,potapove@user.com,0,0,NA,9992837,NA,Myanmar,3,Other,No,NA,Other,Other
97.154375,20.301375,2837,NA,6,13,FALSE,0,potapove@user.com,0,0,NA,9992837,NA,Myanmar,3,Other,No,NA,Other,Other
97.154375,20.301375,2837,NA,6,14,FALSE,0,potapove@user.com,0,0,NA,9992837,NA,Myanmar,3,Other,No,NA,Other,Other
97.154375,20.301375,2837,NA,6,15,FALSE,0,potapove@user.com,0,0,NA,9992837,NA,Myanmar,3,Other,No,NA,Other,Other
97.154375,20.301375,2837,NA,6,16,FALSE,0,potapove@user.com,0,0,NA,9992837,NA,Myanmar,3,Other,No,NA,Other,Other
97.154375,20.301375,2837,NA,6,17,FALSE,0,potapove@user.com,0,0,NA,9992837,NA,Myanmar,3,Other,No,NA,Other,Other
97.154375,20.301375,2837,NA,6,18,FALSE,0,potapove@user.com,0,0,NA,9992837,NA,Myanmar,3,Other,No,NA,Other,Other
97.154375,20.301375,2837,NA,6,19,FALSE,0,potapove@user.com,0,0,NA,9992837,NA,Myanmar,3,Other,No,NA,Other,Other
97.154375,20.301375,2837,NA,6,20,FALSE,0,potapove@user.com,0,0,NA,9992837,NA,Myanmar,3,Other,No,NA,Other,Other
97.154375,20.301375,2837,NA,6,21,FALSE,0,potapove@user.com,0,0,NA,9992837,NA,Myanmar,3,Other,No,NA,Other,Other
97.154375,20.301375,2837,NA,6,22,FALSE,0,potapove@user.com,0,0,NA,9992837,NA,Myanmar,3,Other,No,NA,Other,Other
97.154375,20.301375,2837,NA,6,23,FALSE,0,potapove@user.com,0,0,NA,9992837,NA,Myanmar,3,Other,No,NA,Other,Other
97.154375,20.301375,2837,NA,6,24,FALSE,0,potapove@user.com,0,0,NA,9992837,NA,Myanmar,3,Other,No,NA,Other,Other
97.928125,27.043375,2513,NA,7,1,FALSE,0,potapove@user.com,0,0,NA,9992513,NA,Myanmar,3,Other,No,NA,Other,Other
97.928125,27.043375,2513,NA,7,2,FALSE,0,potapove@user.com,0,0,NA,9992513,NA,Myanmar,3,Other,No,NA,Other,Other
97.928125,27.043375,2513,NA,7,3,FALSE,0,potapove@user.com,0,0,NA,9992513,NA,Myanmar,3,Other,No,NA,Other,Other
97.928125,27.043375,2513,NA,7,4,FALSE,0,potapove@user.com,0,0,NA,9992513,NA,Myanmar,3,Other,No,NA,Other,Other
97.928125,27.043375,2513,NA,7,5,FALSE,0,potapove@user.com,0,0,NA,9992513,NA,Myanmar,3,Other,No,NA,Other,Other
97.928125,27.043375,2513,NA,7,6,FALSE,0,potapove@user.com,0,0,NA,9992513,NA,Myanmar,3,Other,No,NA,Other,Other
97.928125,27.043375,2513,NA,7,7,FALSE,0,potapove@user.com,0,0,NA,9992513,NA,Myanmar,3,Other,No,NA,Other,Other
97.928125,27.043375,2513,NA,7,8,FALSE,0,potapove@user.com,0,0,NA,9992513,NA,Myanmar,3,Other,No,NA,Other,Other
97.928125,27.043375,2513,NA,7,9,FALSE,0,potapove@user.com,0,0,NA,9992513,NA,Myanmar,3,Other,No,NA,Other,Other
97.928125,27.043375,2513,NA,7,10,FALSE,0,potapove@user.com,0,0,NA,9992513,NA,Myanmar,3,Other,No,NA,Other,Other
97.928125,27.043375,2513,NA,7,11,FALSE,0,potapove@user.com,0,0,NA,9992513,NA,Myanmar,3,Other,No,NA,Other,Other
97.928125,27.043375,2513,NA,7,12,FALSE,0,potapove@user.com,0,0,NA,9992513,NA,Myanmar,3,Other,No,NA,Other,Other
97.928125,27.043375,2513,NA,7,13,FALSE,0,potapove@user.com,0,0,NA,9992513,NA,Myanmar,3,Other,No,NA,Other,Other
97.928125,27.043375,2513,NA,7,14,FALSE,0,potapove@user.com,0,0,NA,9992513,NA,Myanmar,3,Other,No,NA,Other,Other
97.928125,27.043375,2513,NA,7,15,FALSE,0,potapove@user.com,0,0,NA,9992513,NA,Myanmar,3,Other,No,NA,Other,Other
97.928125,27.043375,2513,NA,7,16,FALSE,0,potapove@user.com,0,0,NA,9992513,NA,Myanmar,3,Other,No,NA,Other,Other
97.928125,27.043375,2513,NA,7,17,FALSE,0,potapove@user.com,0,0,NA,9992513,NA,Myanmar,3,Other,No,NA,Other,Other
97.928125,27.043375,2513,NA,7,18,FALSE,0,potapove@user.com,0,0,NA,9992513,NA,Myanmar,3,Other,No,NA,Other,Other
97.928125,27.043375,2513,NA,7,19,FALSE,0,potapove@user.com,0,0,NA,9992513,NA,Myanmar,3,Other,No,NA,Other,Other
97.928125,27.043375,2513,NA,7,20,FALSE,0,potapove@user.com,0,0,NA,9992513,NA,Myanmar,3,Other,No,NA,Other,Other
97.928125,27.043375,2513,NA,7,21,FALSE,0,potapove@user.com,0,0,NA,9992513,NA,Myanmar,3,Other,No,NA,Other,Other
97.928125,27.043375,2513,NA,7,22,FALSE,0,potapove@user.com,0,0,NA,9992513,NA,Myanmar,3,Other,No,NA,Other,Other
97.928125,27.043375,2513,NA,7,23,FALSE,0,potapove@user.com,0,0,NA,9992513,NA,Myanmar,3,Other,No,NA,Other,Other
97.928125,27.043375,2513,NA,7,24,FALSE,0,potapove@user.com,0,0,NA,9992513,NA,Myanmar,3,Other,No,NA,Other,Other
95.499875,21.318625,2830,NA,9,1,FALSE,0,potapove@user.com,0,0,NA,9992830,NA,Myanmar,3,Other,No,NA,Other,Other
95.499875,21.318625,2830,NA,9,2,FALSE,0,potapove@user.com,0,0,NA,9992830,NA,Myanmar,3,Other,No,NA,Other,Other
95.499875,21.318625,2830,NA,9,3,FALSE,0,potapove@user.com,0,0,NA,9992830,NA,Myanmar,3,Other,No,NA,Other,Other
95.499875,21.318625,2830,NA,9,4,FALSE,0,potapove@user.com,0,0,NA,9992830,NA,Myanmar,3,Other,No,NA,Other,Other
95.499875,21.318625,2830,NA,9,5,FALSE,0,potapove@user.com,0,0,NA,9992830,NA,Myanmar,3,Other,No,NA,Other,Other
95.499875,21.318625,2830,NA,9,6,FALSE,0,potapove@user.com,0,0,NA,9992830,NA,Myanmar,3,Other,No,NA,Other,Other
95.499875,21.318625,2830,NA,9,7,FALSE,0,potapove@user.com,0,0,NA,9992830,NA,Myanmar,3,Other,No,NA,Other,Other
95.499875,21.318625,2830,NA,9,8,FALSE,0,potapove@user.com,0,0,NA,9992830,NA,Myanmar,3,Other,No,NA,Other,Other
95.499875,21.318625,2830,NA,9,9,FALSE,0,potapove@user.com,0,0,NA,9992830,NA,Myanmar,3,Other,No,NA,Other,Other
95.499875,21.318625,2830,NA,9,10,FALSE,0,potapove@user.com,0,0,NA,9992830,NA,Myanmar,3,Other,No,NA,Other,Other
95.499875,21.318625,2830,NA,9,11,FALSE,0,potapove@user.com,0,0,NA,9992830,NA,Myanmar,3,Other,No,NA,Other,Other
95.499875,21.318625,2830,NA,9,12,FALSE,0,potapove@user.com,0,0,NA,9992830,NA,Myanmar,3,Other,No,NA,Other,Other
95.499875,21.318625,2830,NA,9,13,FALSE,0,potapove@user.com,0,0,NA,9992830,NA,Myanmar,3,Other,No,NA,Other,Other
95.499875,21.318625,2830,NA,9,14,FALSE,0,potapove@user.com,0,0,NA,9992830,NA,Myanmar,3,Other,No,NA,Other,Other
95.499875,21.318625,2830,NA,9,15,FALSE,0,potapove@user.com,0,0,NA,9992830,NA,Myanmar,3,Other,No,NA,Other,Other
95.499875,21.318625,2830,NA,9,16,FALSE,0,potapove@user.com,0,0,NA,9992830,NA,Myanmar,3,Other,No,NA,Other,Other
95.499875,21.318625,2830,NA,9,17,FALSE,0,potapove@user.com,0,0,NA,9992830,NA,Myanmar,3,Other,No,NA,Other,Other
